season_test,model,n_train,n_test,roc_auc,average_precision,accuracy,brier,log_loss,prevalence
23,mlp,2670,97,0.5781609195402299,0.1998906580904865,0.8969072164948454,0.17874081174484752,0.5478679786122164,0.10309278350515463
24,logreg,2686,81,0.7993827160493827,0.5003525351784921,0.7407407407407407,0.1792671536400461,0.5146544178390667,0.1111111111111111
24,mlp,2686,81,0.49537037037037035,0.28236281115762474,0.8888888888888888,0.15064944689875912,0.48727004299526044,0.1111111111111111
25,logreg,2677,90,0.83375,0.4320845820845821,0.7666666666666667,0.16728287151955842,0.495896223417177,0.1111111111111111
25,mlp,2677,90,0.5587500000000001,0.20504362326651482,0.8888888888888888,0.13064930094875826,0.43889777748098485,0.1111111111111111
26,logreg,2740,27,0.8357142857142857,0.6537698412698412,0.7777777777777778,0.1406222376895139,0.4205773549238863,0.25925925925925924
26,mlp,2740,27,0.5571428571428572,0.49296472212073233,0.7407407407407407,0.20886832678558717,0.6088333605593171,0.25925925925925924
27,logreg,2685,82,0.6773211567732116,0.17987038625624907,0.6707317073170732,0.22499241906186615,0.6496608544806834,0.10975609756097561
27,mlp,2685,82,0.573820395738204,0.2631087317490826,0.8902439024390244,0.1351257657669687,0.45032616619589194,0.10975609756097561
28,logreg,2676,91,0.7840136054421768,0.31861087716745995,0.6703296703296703,0.2324968257692561,0.6747104949690218,0.07692307692307693
28,mlp,2676,91,0.6428571428571429,0.14988149331467304,0.9230769230769231,0.12120618506394423,0.4185338592816809,0.07692307692307693
29,logreg,2653,114,0.9057692307692308,0.46148459383753504,0.7280701754385965,0.17627778977041897,0.503226205883008,0.08771929824561403
29,mlp,2653,114,0.5894230769230769,0.21479960846527563,0.9122807017543859,0.1190624660099825,0.41310836513971405,0.08771929824561403
30,logreg,2662,105,0.8655705996131529,0.5500411253605568,0.780952380952381,0.13694873443612354,0.407002774792809,0.10476190476190476
30,mlp,2662,105,0.6885880077369438,0.29687761753728287,0.8952380952380953,0.11243395930296006,0.39537519901699164,0.10476190476190476
31,logreg,2661,106,0.861244019138756,0.43500292573448607,0.7169811320754716,0.1866688566319061,0.5567071139165463,0.10377358490566038
31,mlp,2661,106,0.6478468899521531,0.4421914469169195,0.8962264150943396,0.16868869822713875,0.5271637008616832,0.10377358490566038
32,logreg,2667,100,0.706959706959707,0.16292371183405083,0.66,0.2253631524945865,0.6330678606400858,0.09
32,mlp,2667,100,0.57997557997558,0.1309657232162646,0.91,0.12034188456776747,0.4171781608456427,0.09
33,logreg,2690,77,0.7771739130434783,0.32944651291690763,0.6623376623376623,0.1911629402823475,0.5428803830291536,0.1038961038961039
33,mlp,2690,77,0.6304347826086956,0.25859204462769825,0.8961038961038961,0.15676581019240954,0.4989187681863373,0.1038961038961039
34,logreg,2661,106,0.7800687285223368,0.2994550370196365,0.6698113207547169,0.21368954540087806,0.6211748978743393,0.08490566037735849
34,mlp,2661,106,0.6941580756013745,0.1612523121112912,0.9150943396226415,0.11197522383019745,0.3905537008974458,0.08490566037735849
